Design,Average Cd,Average Cl,Average Cl_f,Average Cl_r
DrivAer_F_D_WM_WW_0045,0.2990406950124688,0.0750033060688279,-0.0314376594905236,0.1064409655511221
DrivAer_F_D_WM_WW_0046,0.2844609793366583,-0.1107009790698254,-0.2048833877905236,0.094182408750374
DrivAer_F_D_WM_WW_0047,0.2886112772817955,-0.0849937535730673,-0.2515505204638404,0.1665567668428927
DrivAer_F_D_WM_WW_0048,0.2901677025486284,0.1149805065506234,0.005062236108737,0.1099182704605984
DrivAer_F_D_WM_WW_0049,0.3137252400174564,0.1276724839830424,0.0535302252730673,0.0741422587129675
DrivAer_F_D_WM_WW_0050,0.3177305553241896,-0.0436590502009975,-0.2572576661571072,0.2135986159401496
DrivAer_F_D_WM_WW_0051,0.341430527957606,0.0685106742825436,-0.0307541711996009,0.0992648454815461
DrivAer_F_D_WM_WW_0052,0.3705848423266832,0.1602050245114713,0.1010192550967581,0.0591857694466334
DrivAer_F_D_WM_WW_0053,0.283554802478803,0.0147063214147261,-0.0637425890750623,0.0784489104970074
DrivAer_F_D_WM_WW_0054,0.3603502714314214,0.1202466494648378,0.0818964428466334,0.0383502066271496
DrivAer_F_D_WM_WW_0055,0.353208897127182,0.1388670281391521,0.0707852624433915,0.0680817657047381
DrivAer_F_D_WM_WW_0056,0.3181795458179551,-0.1141007731778055,-0.2712228232967581,0.157122050127182
DrivAer_F_D_WM_WW_0057,0.3623213486583541,-0.0254932010979002,-0.1446117050523691,0.1191185039688279
DrivAer_F_D_WM_WW_0058,0.2782713272468828,-0.0740727268835411,-0.2579746753915212,0.1839019485286782
DrivAer_F_D_WM_WW_0059,0.3286856462069825,0.0412300837474089,-0.0770028627591022,0.1182329464840399
DrivAer_F_D_WM_WW_0060,0.2828434182543641,0.1469954617518703,0.0308984932722942,0.1160969684399002
DrivAer_F_D_WM_WW_0061,0.3272248023690773,0.1099974556705735,0.0324693422989526,0.077528113365586
DrivAer_F_D_WM_WW_0062,0.2996719601945137,-0.0028405802366971,-0.2055362405037406,0.2026956602518703
DrivAer_F_D_WM_WW_0063,0.3363975486907731,0.024346064440882,-0.1590600560773067,0.1834061204912718
DrivAer_F_D_WM_WW_0064,0.3112103677381546,0.1469594310673316,0.0456320247159601,0.1013274063581047
DrivAer_F_D_WM_WW_0065,0.302218199648379,-0.1002591538236907,-0.260983970521197,0.1607248167206982
DrivAer_F_D_WM_WW_0066,0.3516456329625935,0.1326830554017456,0.0534893484498753,0.0791937069516209
DrivAer_F_D_WM_WW_0067,0.3505057101122194,0.130761070329177,0.0616182053152119,0.0691428649875311
DrivAer_F_D_WM_WW_0068,0.2711549267605985,-0.0216581965626533,-0.1899905367581047,0.1683323401945137
DrivAer_F_D_WM_WW_0070,0.350802915511222,0.1559801928950124,0.075531833465586,0.0804483594324189
DrivAer_F_D_WM_WW_0071,0.3078226252992518,0.0412211204005735,-0.0769857684389027,0.1182068888458852
DrivAer_F_D_WM_WW_0072,0.3192085224738155,-0.1445261553366583,-0.3122499990598503,0.1677238437431421
DrivAer_F_D_WM_WW_0073,0.3742912866084787,0.1139615115416458,0.0911898740850374,0.0227716374473491
DrivAer_F_D_WM_WW_0074,0.3508464486284289,-0.0360514271846309,-0.2033141105586035,0.1672626834014962
DrivAer_F_D_WM_WW_0075,0.300252673573566,0.0270673242947057,-0.0989005547124688,0.1259678790266833
DrivAer_F_D_WM_WW_0076,0.2936054306733167,0.0831074742321695,-0.0587327656132169,0.1418402398553616
DrivAer_F_D_WM_WW_0077,0.2912571068653367,-0.0507975527492768,-0.1815099352917705,0.1307123825810474
DrivAer_F_D_WM_WW_0078,0.3008728832718204,0.0646745683841197,-0.0053024909321822,0.0699770593114713
DrivAer_F_D_WM_WW_0079,0.2813290496982543,-0.0058632250330205,-0.1067446960975062,0.100881471061596
DrivAer_F_D_WM_WW_0080,0.3095601398902743,-0.0481904056788029,-0.2246852639451371,0.1764948582493765
DrivAer_F_D_WM_WW_0081,0.2781914160822942,0.0484778693781795,-0.0039377833754423,0.0524156527566084
DrivAer_F_D_WM_WW_0082,0.3061362919775561,-0.0385407726337448,-0.2377029250149626,0.19916215240399
DrivAer_F_D_WM_WW_0083,0.3003405664812967,-0.0946992373102244,-0.2516749977680798,0.156975760446384
DrivAer_F_D_WM_WW_0084,0.3148171283690773,0.0261032283942276,-0.0732205936179551,0.0993238220199501
DrivAer_F_D_WM_WW_0085,0.2938884556034913,0.0540060513047381,0.0091667618479177,0.0448392894602743
DrivAer_F_D_WM_WW_0086,0.3091900528179551,-0.1287049288763092,-0.2695836635461347,0.1408787346783042
DrivAer_F_D_WM_WW_0087,0.3159025129675811,0.0453679817513551,-0.0191461843925346,0.0645141661481296
DrivAer_F_D_WM_WW_0088,0.2826129610648379,-0.1289740778012468,-0.2433477970623441,0.1143737192413965
DrivAer_F_D_WM_WW_0089,0.2916360622369077,0.1122078720244389,0.0474952165533665,0.064712655473566
DrivAer_F_D_WM_WW_0090,0.3463054757007481,-0.1109185149376558,-0.2539624339127182,0.1430439189825436
DrivAer_F_D_WM_WW_0091,0.2936215175461346,0.0066719772022114,-0.238488157521197,0.2451601347531172
DrivAer_F_D_WM_WW_0092,0.3037775000374065,0.1331045818536159,0.0117749201963867,0.1213296616533665
DrivAer_F_D_WM_WW_0093,0.3549285194214464,0.0524571313197057,-0.1349008312394015,0.1873579625561097
DrivAer_F_D_WM_WW_0094,0.2667486673890274,-0.0203430326729084,-0.19377495940399,0.1734319267356608
DrivAer_F_D_WM_WW_0095,0.3193724850199501,0.101373584229177,0.0222237292609975,0.0791498549820449
DrivAer_F_D_WM_WW_0096,0.298319083488778,0.032696903159793,-0.0969784347910224,0.1296753379526184
DrivAer_F_D_WM_WW_0097,0.2916697619975062,-0.0635296071468827,-0.2456550441471321,0.1821254369875312
DrivAer_F_D_WM_WW_0098,0.3147022839975062,0.1202413838289276,-1.2180601135660684e-05,0.1202535644521197
DrivAer_F_D_WM_WW_0099,0.3493087926658353,0.1566723637905237,0.0295982032346134,0.1270741605436409
DrivAer_F_D_WM_WW_0100,0.2872462292693267,0.006203880769369,-0.181491164680798,0.1876950454438903
DrivAer_F_D_WM_WW_0101,0.3019436202543641,0.1180800015478803,-0.0301663917605985,0.1482463932842893
DrivAer_F_D_WM_WW_0102,0.2754637011321695,-0.1113185812097256,-0.2474282454314214,0.1361096642344139
DrivAer_F_D_WM_WW_0103,0.324243013925187,-0.024855986710578,-0.1335523446733167,0.108696357954364
DrivAer_F_D_WM_WW_0104,0.2955152258603491,0.0248407874492239,-0.0720231832092269,0.0968639706723192
DrivAer_F_D_WM_WW_0105,0.2848036428279302,-0.0323220604946905,-0.1896138614962593,0.1572918010024937
DrivAer_F_D_WM_WW_0106,0.3428424907880299,0.1312262749032419,0.0049429552613788,0.1262833196743142
DrivAer_F_D_WM_WW_0107,0.2898063755910224,-0.0505296946018453,-0.2577011954837905,0.2071715008977556
DrivAer_F_D_WM_WW_0108,0.2966957428428928,0.1060837728788029,0.0142042417353778,0.0918795311703241
DrivAer_F_D_WM_WW_0109,0.2980882724264339,0.1222218758316708,-0.0031453964084289,0.125367272244389
DrivAer_F_D_WM_WW_0110,0.3519905073990025,0.1537233376164588,0.0181628323222493,0.1355605052882793
DrivAer_F_D_WM_WW_0111,0.369937155094763,0.1923651933915212,0.1216036820301745,0.0707615113568578
DrivAer_F_D_WM_WW_0112,0.2955749980024937,0.0876482598309975,-0.0619325083610972,0.1495807681805486
DrivAer_F_D_WM_WW_0113,0.2882171622044888,0.0490155067494738,-0.0494896571917705,0.0985051639399002
DrivAer_F_D_WM_WW_0114,0.3128316247107232,-0.1714615569301745,-0.3071528913990025,0.1356913344812967
DrivAer_F_D_WM_WW_0115,0.3202080134164589,-0.0918988960147132,-0.2377479320224439,0.1458490360748129
DrivAer_F_D_WM_WW_0116,0.2849433548229426,0.0994745174680798,-0.0381215812433915,0.13759609870399
DrivAer_F_D_WM_WW_0117,0.3329409575087282,-0.0448660306967581,-0.2421754865187032,0.1973094558129675
DrivAer_F_D_WM_WW_0118,0.2785951128054862,0.0752221938276807,-0.0111126173935665,0.0863348112112219
DrivAer_F_D_WM_WW_0119,0.2976999651945137,0.1550943458653366,0.0364391444107481,0.1186552014581047
DrivAer_F_D_WM_WW_0120,0.2811174702468828,-0.1403030728399002,-0.2303622582369077,0.0900591854182045
DrivAer_F_D_WM_WW_0121,0.3243927727506234,0.1074730811536159,0.0406290292877805,0.066844051850374
DrivAer_F_D_WM_WW_0122,0.3198886918977557,0.1015197426401496,0.0690641171187032,0.0324556255273566
DrivAer_F_D_WM_WW_0123,0.2758762942718205,-0.0621199519073316,-0.2564500156583541,0.194330063765586
DrivAer_F_D_WM_WW_0124,0.3585596077107232,-0.0937948456356608,-0.2556479833665835,0.1618531377406483
DrivAer_F_D_WM_WW_0125,0.3380016412269326,-0.0024024359651087,-0.1269668728528678,0.1245644368895261
DrivAer_F_D_WM_WW_0126,0.3175847526633416,-0.12375163891197,-0.2541084700349127,0.1303568311226932
DrivAer_F_D_WM_WW_0127,0.2734958271446384,-0.0149738784714014,-0.1272307649177057,0.1122568864613466
DrivAer_F_D_WM_WW_0128,0.3430568980124688,0.0694786285693266,-0.0496591411842144,0.1191377697640897
DrivAer_F_D_WM_WW_0129,0.2791548075461346,0.1324679866738154,0.0087486784226379,0.1237193082895261
DrivAer_F_D_WM_WW_0130,0.316012606915212,-0.0335643253009399,-0.1747869874413964,0.1412226621321695
DrivAer_F_D_WM_WW_0131,0.2864191314264339,0.1434668999476309,0.0142605734256683,0.1292063265361596
DrivAer_F_D_WM_WW_0132,0.3323901139675811,0.0087383777283144,-0.1061934410229426,0.1149318187468827
DrivAer_F_D_WM_WW_0133,0.3340416280099751,0.0564829979563591,-0.0457958916334164,0.1022788895820448
DrivAer_F_D_WM_WW_0134,0.2869868815162095,-0.0136853011349329,-0.2550078552344139,0.2413225540897755
DrivAer_F_D_WM_WW_0135,0.3428734891895261,-0.1174475308219451,-0.2426240159825436,0.1251764851670823
DrivAer_F_D_WM_WW_0136,0.2960274123167082,0.1739665668204488,0.0344593561301745,0.1395072106932668
DrivAer_F_D_WM_WW_0137,0.3415352361421446,-0.1234793470810474,-0.2727933391097257,0.1493139920349127
DrivAer_F_D_WM_WW_0138,0.2663960397331671,-0.0904510773857855,-0.2459232140473815,0.1554721366758104
DrivAer_F_D_WM_WW_0139,0.3090250305710723,0.0425295295866309,-0.0472421414531172,0.089771671029177
DrivAer_F_D_WM_WW_0140,0.2833430262892768,0.1447028803837905,0.0087542237963062,0.1359486566134663
DrivAer_F_D_WM_WW_0141,0.3065098298703242,0.164420433765586,0.0145683793189815,0.1498520544438902
DrivAer_F_D_WM_WW_0142,0.2999081527132169,0.0211498034534488,-0.0639519942379052,0.0851017977122194
DrivAer_F_D_WM_WW_0143,0.3121350483117207,-0.027442216726369,-0.1538456544264339,0.1264034376932668
DrivAer_F_D_WM_WW_0144,0.2821644883366583,0.1026961985650872,-0.0284973365673316,0.1311935351221945
DrivAer_F_D_WM_WW_0145,0.3490472909376558,0.1179681197805486,-0.0084633650128049,0.126431484780798
DrivAer_F_D_WM_WW_0146,0.2930650186134663,0.0694743690279301,-0.0938213948835411,0.1632957638802992
DrivAer_F_D_WM_WW_0147,0.3226330579077306,-0.1197527987433915,-0.2108598048927681,0.0911070061942643
DrivAer_F_D_WM_WW_0148,0.3374142174862843,0.0863609732912718,-0.0059722723875933,0.092333245690773
DrivAer_F_D_WM_WW_0149,0.3098401693067331,-0.0333730413098029,-0.2343010251745636,0.2009279838603491
DrivAer_F_D_WM_WW_0150,0.3370870968204488,-0.015115407568264,-0.2243343032069825,0.2092188956334164
DrivAer_F_D_WM_WW_0151,0.3190865912743141,-0.0938660118092269,-0.2467017262468828,0.1528357144738154
DrivAer_F_D_WM_WW_0152,0.3007493294688279,-0.0747591743780548,-0.2899694015685785,0.215210227201995
DrivAer_F_D_WM_WW_0153,0.3100719781720698,-0.1118733761214463,-0.2779619912144638,0.166088615084788
DrivAer_F_D_WM_WW_0154,0.3297429294239402,0.0179980165616549,-0.1318548661296758,0.1498528826982543
DrivAer_F_D_WM_WW_0155,0.2908610805336658,-0.0984461942077306,-0.2617244757531172,0.1632782815461346
DrivAer_F_D_WM_WW_0156,0.2784541995536159,0.0493740351576059,-0.0713997662850374,0.1207738014438902
DrivAer_F_D_WM_WW_0157,0.3100690670748129,-0.0391790742949825,-0.1272325396453865,0.0880534653748129
DrivAer_F_D_WM_WW_0158,0.2805854980972568,0.0408724045074538,-0.0636813168812967,0.1045537213785536
DrivAer_F_D_WM_WW_0159,0.3016753848054863,0.1939841960498753,0.067840768871571,0.1261434271795511
DrivAer_F_D_WM_WW_0160,0.3198733476708229,0.0347823274535037,-0.1190980280394014,0.1538803555037406
DrivAer_F_D_WM_WW_0161,0.3014104867830424,0.0126361122132443,-0.0097863802608389,0.0224224924740573
DrivAer_F_D_WM_WW_0162,0.3353826167605984,0.0891479525466334,-0.0100225112375516,0.0991704637960099
DrivAer_F_D_WM_WW_0163,0.2822271431945137,0.0508322292905611,-0.035702401788778,0.0865346310817955
DrivAer_F_D_WM_WW_0164,0.2866450260723192,-0.0672037447663341,-0.2635004575835411,0.1962967127780548
DrivAer_F_D_WM_WW_0165,0.347741687169576,0.1034819561970074,0.0664653226890274,0.0370166334992547
DrivAer_F_D_WM_WW_0166,0.2769692543640898,0.0096808338710174,-0.0723053509406483,0.0819861848142144
DrivAer_F_D_WM_WW_0167,0.3011715458503741,-0.0231189558286458,-0.1635386210673316,0.1404196651945137
DrivAer_F_D_WM_WW_0168,0.3533806475211969,0.1022418967890274,0.0112024279733335,0.0910394688304239
DrivAer_F_D_WM_WW_0169,0.2930223740673317,0.1327650123446384,0.0405356441321695,0.0922293681892768
DrivAer_F_D_WM_WW_0170,0.2839009848977556,0.0597217655909725,0.0029070723900576,0.0568146931995012
DrivAer_F_D_WM_WW_0171,0.2786139073765586,0.0242226321664528,-0.0769283175381546,0.1011509496940149
DrivAer_F_D_WM_WW_0172,0.2987431728877805,0.1104896047573566,0.0146474026987977,0.0958422020725685
DrivAer_F_D_WM_WW_0173,0.3284123380723192,0.0289319339071122,-0.1042146583670823,0.1331465922718204
DrivAer_F_D_WM_WW_0174,0.3652280231546134,0.147202465271571,0.1138503194172069,0.0333521458549326
DrivAer_F_D_WM_WW_0175,0.3511429924912718,0.0952722153506234,-0.0848213388413965,0.1800935542219451
DrivAer_F_D_WM_WW_0176,0.3288533661521197,-0.1504995459002493,-0.3116048184987531,0.1611052725860349
DrivAer_F_D_WM_WW_0177,0.298095021680798,-0.0200124784014414,-0.162602116882793,0.1425896385062344
DrivAer_F_D_WM_WW_0178,0.3013994667780548,0.0441120874076683,-0.0332874285129002,0.077399515921197
DrivAer_F_D_WM_WW_0179,0.2891829068653366,0.0610557173019032,-0.0180367309142197,0.0790924482147132
DrivAer_F_D_WM_WW_0180,0.3526482929476309,0.0517745831106458,-0.0208619672056812,0.0726365503169576
DrivAer_F_D_WM_WW_0181,0.3042182596084788,0.1674033200997506,0.0063508708916084,0.1610524492144638
DrivAer_F_D_WM_WW_0182,0.3357968405461346,0.1623250144124688,0.073790441,0.0885345734144638
DrivAer_F_D_WM_WW_0183,0.306703632361596,0.055646124533192,-0.0540435848241895,0.1096897093466334
DrivAer_F_D_WM_WW_0184,0.354890224658354,0.1406088170548628,0.1019719865413965,0.0386368305293609
DrivAer_F_D_WM_WW_0185,0.3099475047481296,-0.0995808820301745,-0.2256469519875312,0.1260660699276808
DrivAer_F_D_WM_WW_0186,0.2938439347780548,0.1221046115314214,0.0229403903574538,0.0991642211668329
DrivAer_F_D_WM_WW_0187,0.2766482180997506,0.0107226820243965,-0.1390603977281795,0.1497830797406484
DrivAer_F_D_WM_WW_0189,0.3059588301820449,0.0403886589231264,-0.1243624929301745,0.1647511518403989
DrivAer_F_D_WM_WW_0190,0.3307088113990024,-0.011283302890962,-0.1623168489276807,0.1510335460349127
DrivAer_F_D_WM_WW_0191,0.2842366490249376,0.0178233450411137,-0.0288164503122942,0.046639795353566
DrivAer_F_D_WM_WW_0192,0.286060945084788,-0.1224180248603491,-0.2078947967980049,0.0854767719371571
DrivAer_F_D_WM_WW_0193,0.3143608874588528,-0.0497827744192019,-0.2848599305162094,0.2350771561371571
DrivAer_F_D_WM_WW_0194,0.2861910298902743,0.033873375554763,-0.0975769224406483,0.1314502979925187
DrivAer_F_D_WM_WW_0195,0.3273118668628428,0.0968783272556109,0.0304569285992269,0.0664213986663341
DrivAer_F_D_WM_WW_0196,0.2897144469451371,0.0801098713097256,0.0034105040120783,0.076699367292768
DrivAer_F_D_WM_WW_0197,0.316163634521197,-0.0601365851902743,-0.2664108214588528,0.2062742362917705
DrivAer_F_D_WM_WW_0198,0.287718776765586,-0.0198763880326613,-0.2510228015760599,0.231146413531172
DrivAer_F_D_WM_WW_0199,0.2833698394389027,0.0682597183127182,-0.0333372491712718,0.101596967492768
DrivAer_F_D_WM_WW_0200,0.3495759178354115,0.1045723996890274,0.0959132165765586,0.0086591831305062
DrivAer_F_D_WM_WW_0201,0.3147222817007481,0.1278186232855361,0.0489329630800498,0.07888566021197
DrivAer_F_D_WM_WW_0202,0.2763486953241895,0.008548701647581,-0.1681884867182045,0.1767371883316708
DrivAer_F_D_WM_WW_0203,0.2774520608204489,0.0976845626064838,-0.0235271618716633,0.1212117244573566
DrivAer_F_D_WM_WW_0204,0.3528883490623441,0.0800760685603491,-0.062227533980798,0.142303602531172
DrivAer_F_D_WM_WW_0205,0.2673494119526184,-0.0992488133037406,-0.2065201896758104,0.1072713763778054
DrivAer_F_D_WM_WW_0206,0.2858924985336659,-0.046634312542394,-0.2380544443142144,0.1914201317556109
DrivAer_F_D_WM_WW_0207,0.290629721521197,0.1151641517556109,-0.064369742742394,0.179533894488778
DrivAer_F_D_WM_WW_0208,0.2903830400299251,0.1713530665860349,0.0102484836991498,0.1611045828528678
DrivAer_F_D_WM_WW_0209,0.2981741721047382,0.1471257199725685,0.0213375521223418,0.1257881678216957
DrivAer_F_D_WM_WW_0210,0.2721508974214464,0.013715601173586,-0.1495759667331671,0.1632915679226932
DrivAer_F_D_WM_WW_0211,0.2715548111920199,-0.1228794703266832,-0.2051973719027431,0.0823179015700748
DrivAer_F_D_WM_WW_0212,0.3417004504114713,0.1079821112723192,-0.0263475836207805,0.1343296948877805
DrivAer_F_D_WM_WW_0213,0.2782295048902743,-0.1079298749820449,-0.2473810962917705,0.1394512212842892
DrivAer_F_D_WM_WW_0214,0.3069862487581047,-0.1797224639750623,-0.2998347935436409,0.1201123295987531
DrivAer_F_D_WM_WW_0215,0.3361670336209476,-0.0429881595442224,-0.1045213655164588,0.0615332059892768
DrivAer_F_D_WM_WW_0216,0.3355044970623442,0.0122519766418877,-0.0950276462042394,0.1072796228850374
DrivAer_F_D_WM_WW_0217,0.3221044593865336,0.1126256647688279,0.040087441661596,0.0725382231094763
DrivAer_F_D_WM_WW_0218,0.368276603244389,0.1670907766608478,0.087963766463591,0.079127010192768
DrivAer_F_D_WM_WW_0219,0.3004185767605985,0.0105507005130374,-0.2271295047082294,0.2376802052244389
DrivAer_F_D_WM_WW_0220,0.2957843908179551,-0.0755099996057356,-0.2465041820897755,0.1709941824962593
DrivAer_F_D_WM_WW_0221,0.2961231809825437,-0.1040692875531172,-0.2596700171296758,0.1556007295810473
DrivAer_F_D_WM_WW_0222,0.2909684106334165,0.1043759759244389,-0.0229656849154812,0.1273416608279301
DrivAer_F_D_WM_WW_0223,0.3236371965261845,0.0844852080950124,-0.0261525822087531,0.1106377902925187
DrivAer_F_D_WM_WW_0224,0.3489057661645884,-0.0566221382533416,-0.2035729433216958,0.1469508050798005
DrivAer_F_D_WM_WW_0225,0.2752472288354115,-0.0976374447940149,-0.2566982807630922,0.1590608359576059
DrivAer_F_D_WM_WW_0226,0.3298754673740648,0.0361286002421446,-0.1481947050897755,0.1843233053092269
DrivAer_F_D_WM_WW_0227,0.2827045297605985,-0.0264536691870042,-0.2427878553042394,0.2163341860648379
DrivAer_F_D_WM_WW_0228,0.3244632038653366,-0.0001940604088753,-0.1360224700399002,0.1358284096571072
DrivAer_F_D_WM_WW_0229,0.3362290453316708,0.067150791073566,-0.0962618143576059,0.1634126054713217
DrivAer_F_D_WM_WW_0230,0.2913135029725686,0.0685513697446134,-0.0121306828535655,0.0806820525972568
DrivAer_F_D_WM_WW_0231,0.3131422186408977,-0.0400408430874139,-0.1691628390773067,0.1291219959733167
DrivAer_F_D_WM_WW_0232,0.2682137686708229,-0.0077471409731196,-0.1662179665386534,0.1584708255586034
DrivAer_F_D_WM_WW_0233,0.2547229963840399,-0.0679368127623441,-0.2576882935137157,0.1897514807680797
DrivAer_F_D_WM_WW_0234,0.3204065512793018,-0.1120663225017456,-0.2852275279551122,0.1731612055012469
DrivAer_F_D_WM_WW_0235,0.27585447459601,0.1198081918516209,0.0112189123523291,0.1085892794765586
DrivAer_F_D_WM_WW_0236,0.2912482316633416,0.0415385504974064,-0.0603219295960099,0.101860480092768
DrivAer_F_D_WM_WW_0237,0.3440680592743142,0.0045962128360174,-0.1743837869127181,0.1789799997630922
DrivAer_F_D_WM_WW_0238,0.307258800605985,-0.0040080604684581,-0.1522475425486284,0.1482394820723192
DrivAer_F_D_WM_WW_0239,0.3426243907157107,0.0326880506217705,-0.1586914702892768,0.1913795209401496
DrivAer_F_D_WM_WW_0240,0.2979670431670823,-0.0278403377442029,-0.2498943157805486,0.2220539780523691
DrivAer_F_D_WM_WW_0241,0.3467074244014963,0.0973428687314214,0.0296022524054862,0.0677406163229426
DrivAer_F_D_WM_WW_0242,0.3242003312019949,0.0572603197832917,0.0182409379964039,0.0390193817812967
DrivAer_F_D_WM_WW_0243,0.2790350070623441,-0.0316120172032718,-0.105841743786783,0.074229726592768
DrivAer_F_D_WM_WW_0244,0.2842560919027431,0.0711242476244638,-0.0050558316787493,0.0761800792890274
DrivAer_F_D_WM_WW_0245,0.2721486695810473,-0.0586853389087281,-0.2487721201022444,0.1900867812044887
DrivAer_F_D_WM_WW_0246,0.326242587967581,-0.0534705916007481,-0.251762271254364,0.1982916796458853
DrivAer_F_D_WM_WW_0247,0.3167445709600998,-0.0117053756410236,-0.1273885775461346,0.1156832018750623
DrivAer_F_D_WM_WW_0248,0.3571524564139651,0.0864222044650872,-0.0488389034294264,0.1352611078890274
DrivAer_F_D_WM_WW_0249,0.3371469117356608,0.1270923949147132,0.0909955151905236,0.03609687973
DrivAer_F_D_WM_WW_0250,0.3313398194488778,-0.0378677720760498,-0.1289018781496259,0.0910341060538653
DrivAer_F_D_WM_WW_0251,0.2786361779725685,0.028724701219743,-0.045020628140399,0.0737453293598503
DrivAer_F_D_WM_WW_0252,0.3054432469376558,-0.0103563062619533,-0.2592289360199501,0.2488726297531172
DrivAer_F_D_WM_WW_0253,0.3261295713017456,-0.0158590579204526,-0.2261128097805486,0.2102537518678304
