Design,Average Cd
E_S_WWC_WM_139,0.252638915956811
E_S_WWC_WM_140,0.277373510033223
E_S_WWC_WM_141,0.287750568199335
E_S_WWC_WM_142,0.284089881803987
E_S_WWC_WM_143,0.253155895511628
E_S_WWC_WM_144,0.266866186956811
E_S_WWC_WM_145,0.24710190489701
E_S_WWC_WM_146,0.256082609777409
E_S_WWC_WM_147,0.245538032707641
E_S_WWC_WM_148,0.262207998375415
E_S_WWC_WM_149,0.237176540548173
E_S_WWC_WM_150,0.275015750285714
E_S_WWC_WM_151,0.238203430225914
E_S_WWC_WM_152,0.274655479843854
E_S_WWC_WM_153,0.28855174892691
E_S_WWC_WM_154,0.292554939252492
E_S_WWC_WM_155,0.285523318096345
E_S_WWC_WM_156,0.307734348265781
E_S_WWC_WM_157,0.280125980661129
E_S_WWC_WM_158,0.244230135730897
E_S_WWC_WM_159,0.274137457322259
E_S_WWC_WM_160,0.290173455146179
E_S_WWC_WM_161,0.265079928714286
E_S_WWC_WM_162,0.243203873289036
E_S_WWC_WM_163,0.286198407584718
E_S_WWC_WM_164,0.301101784182724
E_S_WWC_WM_165,0.284977476621262
E_S_WWC_WM_166,0.282936022634551
E_S_WWC_WM_167,0.270706847282392
E_S_WWC_WM_168,0.2474641389701
E_S_WWC_WM_169,0.298112330352159
E_S_WWC_WM_170,0.287291978631229
E_S_WWC_WM_171,0.257444354601329
E_S_WWC_WM_172,0.262037095578073
E_S_WWC_WM_173,0.274981076398671
E_S_WWC_WM_174,0.248302720355482
E_S_WWC_WM_175,0.268592551488372
E_S_WWC_WM_176,0.248365190511628
E_S_WWC_WM_177,0.297883951950166
E_S_WWC_WM_178,0.234736654976744
E_S_WWC_WM_179,0.286084509870432
E_S_WWC_WM_180,0.278448473717608
E_S_WWC_WM_181,0.295565333774086
E_S_WWC_WM_182,0.264775776714286
E_S_WWC_WM_183,0.269248206930232
E_S_WWC_WM_184,0.263200176152824
E_S_WWC_WM_185,0.282079850518272
E_S_WWC_WM_186,0.273687010950166
E_S_WWC_WM_187,0.290473080704319
E_S_WWC_WM_188,0.279836969059801
E_S_WWC_WM_189,0.295960989681063
E_S_WWC_WM_190,0.240693739634551
E_S_WWC_WM_191,0.265318203714286
E_S_WWC_WM_192,0.27254153792691
E_S_WWC_WM_193,0.259219444106312
E_S_WWC_WM_194,0.287365257408638
E_S_WWC_WM_195,0.28313250669103
E_S_WWC_WM_196,0.282927184913621
E_S_WWC_WM_197,0.272521532863787
E_S_WWC_WM_198,0.286800834634551
E_S_WWC_WM_199,0.241490884215947
E_S_WWC_WM_200,0.26670892869103
E_S_WWC_WM_201,0.277131811215947
E_S_WWC_WM_202,0.225010287900332
E_S_WWC_WM_203,0.26984620213289
E_S_WWC_WM_204,0.291583500365448
E_S_WWC_WM_205,0.296563352
E_S_WWC_WM_206,0.243100744166113
E_S_WWC_WM_207,0.257949266495017
E_S_WWC_WM_208,0.25526433913289
E_S_WWC_WM_209,0.296470884717608
E_S_WWC_WM_210,0.289233969986711
E_S_WWC_WM_211,0.25567961113289
E_S_WWC_WM_212,0.265002154604651
E_S_WWC_WM_213,0.256801285269103
E_S_WWC_WM_214,0.257723178714286
E_S_WWC_WM_215,0.231594166179402
E_S_WWC_WM_216,0.289412445754153
E_S_WWC_WM_218,0.264402883415282
E_S_WWC_WM_219,0.297133802887043
E_S_WWC_WM_220,0.25759904033887
E_S_WWC_WM_221,0.299360927451827
E_S_WWC_WM_222,0.303731483770764
E_S_WWC_WM_223,0.290997823684385
E_S_WWC_WM_224,0.294898302468438
E_S_WWC_WM_225,0.288577116963455
E_S_WWC_WM_226,0.263098668740864
E_S_WWC_WM_227,0.296771406807309
E_S_WWC_WM_229,0.298980210813953
E_S_WWC_WM_230,0.290191899189369
E_S_WWC_WM_231,0.29173040764784
E_S_WWC_WM_232,0.241365527372093
E_S_WWC_WM_233,0.291411344438538
E_S_WWC_WM_234,0.272972307111675
E_S_WWC_WM_235,0.249540334139535
E_S_WWC_WM_236,0.244943453860465
E_S_WWC_WM_237,0.251345217009967
E_S_WWC_WM_238,0.267178904554817
E_S_WWC_WM_239,0.261827509956811
E_S_WWC_WM_240,0.249612129468438
E_S_WWC_WM_241,0.249293107807309
E_S_WWC_WM_242,0.278266134049834
E_S_WWC_WM_243,0.265453476019934
E_S_WWC_WM_244,0.289011684421927
E_S_WWC_WM_245,0.296983497993355
E_S_WWC_WM_246,0.282062961318937
E_S_WWC_WM_247,0.2582153550299
E_S_WWC_WM_248,0.273512906488372
E_S_WWC_WM_249,0.249679326864407
E_S_WWC_WM_250,0.26243545430897
E_S_WWC_WM_251,0.30756306664784
E_S_WWC_WM_252,0.261119894388704
E_S_WWC_WM_253,0.271455866734219
E_S_WWC_WM_254,0.287026656827242
E_S_WWC_WM_255,0.303534217219269
E_S_WWC_WM_256,0.287371353018182
E_S_WWC_WM_257,0.26907078554485
E_S_WWC_WM_258,0.236616176139535
E_S_WWC_WM_260,0.265256230531561
E_S_WWC_WM_261,0.276993861122924
E_S_WWC_WM_262,0.275416351993355
E_S_WWC_WM_263,0.222046010990033
E_S_WWC_WM_265,0.280254651627907
E_S_WWC_WM_266,0.265037078950166
E_S_WWC_WM_267,0.276740050591362
E_S_WWC_WM_268,0.273579466923588
E_S_WWC_WM_269,0.251882162328904
E_S_WWC_WM_270,0.260435964647841
E_S_WWC_WM_271,0.296901590408638
E_S_WWC_WM_272,0.247496380730897
E_S_WWC_WM_273,0.24020024879402
E_S_WWC_WM_274,0.273658990275747
E_S_WWC_WM_275,0.234787807126246
E_S_WWC_WM_276,0.296378236973422
E_S_WWC_WM_277,0.256141612581395
E_S_WWC_WM_278,0.295902251534884
E_S_WWC_WM_279,0.250266693760797
E_S_WWC_WM_280,0.265053264737541
E_S_WWC_WM_281,0.296591704478405
E_S_WWC_WM_282,0.283452297186047
E_S_WWC_WM_283,0.258050872431894
E_S_WWC_WM_284,0.288908070086379
E_S_WWC_WM_285,0.235939862887043
E_S_WWC_WM_286,0.263203290053333
E_S_WWC_WM_287,0.24982697217608
E_S_WWC_WM_288,0.240563442558139
E_S_WWC_WM_289,0.285167101039867
E_S_WWC_WM_291,0.292240901076412
E_S_WWC_WM_292,0.246871406395349
E_S_WWC_WM_293,0.244781845923588
E_S_WWC_WM_294,0.267262562332226
E_S_WWC_WM_295,0.276115862584718
E_S_WWC_WM_296,0.238917703454545
E_S_WWC_WM_297,0.25115451754485
E_S_WWC_WM_298,0.247917680189964
E_S_WWC_WM_299,0.280064350262458
E_S_WWC_WM_300,0.253735775112957
E_S_WWC_WM_301,0.288251146538206
E_S_WWC_WM_302,0.294567103803987
E_S_WWC_WM_303,0.26596750751495
E_S_WWC_WM_304,0.291881314076412
E_S_WWC_WM_305,0.279326813385382
E_S_WWC_WM_306,0.257617787807309
E_S_WWC_WM_307,0.293470795737541
E_S_WWC_WM_308,0.276316551631229
E_S_WWC_WM_309,0.263541307508306
E_S_WWC_WM_310,0.257600404262458
E_S_WWC_WM_311,0.248348446122924
E_S_WWC_WM_312,0.258770681893688
E_S_WWC_WM_313,0.282841116112957
E_S_WWC_WM_314,0.258319170887043
E_S_WWC_WM_315,0.276232321431894
E_S_WWC_WM_316,0.243350879873754
E_S_WWC_WM_317,0.241122579750831
E_S_WWC_WM_318,0.286876119541528
E_S_WWC_WM_319,0.257174910860465
E_S_WWC_WM_320,0.281061558242525
E_S_WWC_WM_321,0.267677684850498
E_S_WWC_WM_322,0.297962181196013
E_S_WWC_WM_323,0.258779852385382
E_S_WWC_WM_324,0.294096850099668
E_S_WWC_WM_325,0.271696616328904
E_S_WWC_WM_326,0.295357321488372
E_S_WWC_WM_327,0.274226542299003
E_S_WWC_WM_328,0.299074858644518
E_S_WWC_WM_329,0.28979324472093
E_S_WWC_WM_330,0.26335855223588
E_S_WWC_WM_331,0.275549223043189
E_S_WWC_WM_332,0.25951348227907
E_S_WWC_WM_333,0.263023458727575
E_S_WWC_WM_334,0.247987370212625
E_S_WWC_WM_335,0.31230721613289
E_S_WWC_WM_336,0.300007544196013
E_S_WWC_WM_337,0.2522493829701
E_S_WWC_WM_338,0.292186944478405
E_S_WWC_WM_340,0.25749715413289
E_S_WWC_WM_341,0.257511892700997
E_S_WWC_WM_343,0.270785780451827
E_S_WWC_WM_345,0.256690009225913
E_S_WWC_WM_346,0.270017395976744
E_S_WWC_WM_347,0.307688533714286
E_S_WWC_WM_348,0.253485271524917
E_S_WWC_WM_349,0.287353464677741
E_S_WWC_WM_350,0.24138070448505
E_S_WWC_WM_351,0.261952343182724
E_S_WWC_WM_352,0.290753669438538
E_S_WWC_WM_353,0.252709253916943
E_S_WWC_WM_354,0.278887650538206
E_S_WWC_WM_355,0.257397070375415
E_S_WWC_WM_356,0.264496168900332
E_S_WWC_WM_357,0.279134416372093
E_S_WWC_WM_358,0.255691683518272
E_S_WWC_WM_359,0.253811030940199
E_S_WWC_WM_360,0.275241079604651
E_S_WWC_WM_361,0.249396527315615
E_S_WWC_WM_362,0.28362711541196
E_S_WWC_WM_363,0.269866817016611
E_S_WWC_WM_364,0.301900136637874
E_S_WWC_WM_365,0.279034518624585
E_S_WWC_WM_366,0.280267448760797
E_S_WWC_WM_367,0.299098510697674
E_S_WWC_WM_368,0.276806810601329
E_S_WWC_WM_369,0.253907654139535
E_S_WWC_WM_370,0.26098087713289
E_S_WWC_WM_371,0.278460877013289
E_S_WWC_WM_372,0.234470642754153
E_S_WWC_WM_373,0.260387966159468
E_S_WWC_WM_374,0.288330227398671
E_S_WWC_WM_375,0.316326403116279
E_S_WWC_WM_376,0.281259478289037
E_S_WWC_WM_377,0.240215090435216
E_S_WWC_WM_378,0.291379784574751
E_S_WWC_WM_379,0.265531201488372
E_S_WWC_WM_380,0.305922466993355
E_S_WWC_WM_381,0.300483111757475
E_S_WWC_WM_382,0.253997147627907
E_S_WWC_WM_383,0.295339970548173
E_S_WWC_WM_384,0.298666902990033
E_S_WWC_WM_385,0.262287942262458
E_S_WWC_WM_386,0.246345249009967
E_S_WWC_WM_387,0.258411173611296
E_S_WWC_WM_388,0.260950343800664
E_S_WWC_WM_389,0.273512604584718
E_S_WWC_WM_390,0.266241839053156
E_S_WWC_WM_391,0.303017642830565
E_S_WWC_WM_392,0.242559292887043
E_S_WWC_WM_393,0.278770144684385
E_S_WWC_WM_394,0.314641120232558
E_S_WWC_WM_395,0.299142736853821
E_S_WWC_WM_396,0.304687028990033
E_S_WWC_WM_397,0.290024101202658
E_S_WWC_WM_398,0.248592154182724
E_S_WWC_WM_399,0.288820237388704
E_S_WWC_WM_400,0.275677767425249
E_S_WWC_WM_401,0.280929768714286
E_S_WWC_WM_402,0.298923159122924
E_S_WWC_WM_403,0.268365940475083
E_S_WWC_WM_404,0.278548269362126
E_S_WWC_WM_405,0.253768467770764
E_S_WWC_WM_406,0.278713645272425
E_S_WWC_WM_407,0.225417572172757
E_S_WWC_WM_408,0.274145417627907
E_S_WWC_WM_409,0.268512579857143
E_S_WWC_WM_410,0.295639319903654
E_S_WWC_WM_411,0.291512409501661
E_S_WWC_WM_412,0.267112667837209
E_S_WWC_WM_413,0.263927986378737
E_S_WWC_WM_414,0.236550942019934
E_S_WWC_WM_415,0.279306622136213
E_S_WWC_WM_416,0.299719153126246
E_S_WWC_WM_417,0.306090809953488
E_S_WWC_WM_418,0.272194256787375
E_S_WWC_WM_419,0.268084759554817
E_S_WWC_WM_420,0.271198925026578
E_S_WWC_WM_421,0.274526234840532
E_S_WWC_WM_422,0.303900492571429
E_S_WWC_WM_423,0.286782852202658
E_S_WWC_WM_424,0.283971157504983
E_S_WWC_WM_425,0.272371869598007
E_S_WWC_WM_426,0.273013006607973
E_S_WWC_WM_427,0.269472175345515
E_S_WWC_WM_428,0.26762797789701
E_S_WWC_WM_429,0.269630511554817
E_S_WWC_WM_430,0.236510338554817
E_S_WWC_WM_431,0.283851668780731
E_S_WWC_WM_432,0.263871802471761
E_S_WWC_WM_433,0.261600254219269
E_S_WWC_WM_434,0.271706186883721
E_S_WWC_WM_435,0.290682790774086
E_S_WWC_WM_436,0.306512512043189
E_S_WWC_WM_437,0.286170883730897
E_S_WWC_WM_438,0.292982924401993
E_S_WWC_WM_439,0.261705131906977
E_S_WWC_WM_440,0.274435094504983
E_S_WWC_WM_441,0.269858353388704
E_S_WWC_WM_442,0.252454869843854
E_S_WWC_WM_443,0.280041979684385
E_S_WWC_WM_444,0.278223358325581
E_S_WWC_WM_445,0.281375581710963
E_S_WWC_WM_446,0.287732407152824
E_S_WWC_WM_447,0.269768163996678
E_S_WWC_WM_448,0.243339326375415
E_S_WWC_WM_449,0.280278613906977
E_S_WWC_WM_450,0.245628251930232
E_S_WWC_WM_451,0.230890178372093
E_S_WWC_WM_452,0.281000639475083
E_S_WWC_WM_453,0.28093817738206
E_S_WWC_WM_454,0.274763857564784
E_S_WWC_WM_455,0.28358485658804
E_S_WWC_WM_456,0.266433088548173
E_S_WWC_WM_457,0.299859633903654
E_S_WWC_WM_458,0.275144720946844
E_S_WWC_WM_459,0.272715059059801
E_S_WWC_WM_460,0.254015481803987
E_S_WWC_WM_461,0.277186814940199
E_S_WWC_WM_462,0.253519373551495
E_S_WWC_WM_463,0.283176926607973
E_S_WWC_WM_464,0.2967797850299
E_S_WWC_WM_465,0.308403425707641
E_S_WWC_WM_466,0.271159864445183
E_S_WWC_WM_467,0.257249338667774
E_S_WWC_WM_468,0.2721201789701
E_S_WWC_WM_469,0.256008026328904
E_S_WWC_WM_470,0.283132189159468
E_S_WWC_WM_471,0.282418657664452
E_S_WWC_WM_472,0.270949146760797
E_S_WWC_WM_473,0.296501968767442
E_S_WWC_WM_474,0.270925349624585
E_S_WWC_WM_475,0.257465538016611
E_S_WWC_WM_476,0.22273149966113
E_S_WWC_WM_477,0.25010067751495
E_S_WWC_WM_478,0.280550540199335
E_S_WWC_WM_479,0.301112756006644
E_S_WWC_WM_480,0.300029328063123
E_S_WWC_WM_481,0.292310015744186
E_S_WWC_WM_482,0.264238459392026
E_S_WWC_WM_483,0.268123298528239
E_S_WWC_WM_484,0.291020377774086
E_S_WWC_WM_485,0.296907587358804
E_S_WWC_WM_486,0.283906695963455
E_S_WWC_WM_487,0.248022662192691
E_S_WWC_WM_488,0.255924110149502
E_S_WWC_WM_489,0.273408727199335
E_S_WWC_WM_490,0.273940321149502
E_S_WWC_WM_491,0.302011332697674
E_S_WWC_WM_492,0.290116099093023
E_S_WWC_WM_493,0.276610490475083
E_S_WWC_WM_494,0.265956679186046
E_S_WWC_WM_495,0.276315048421927
E_S_WWC_WM_496,0.265806507043189
E_S_WWC_WM_497,0.247044460352159
E_S_WWC_WM_498,0.276071796169435
E_S_WWC_WM_499,0.259691137750831
E_S_WWC_WM_500,0.277279195857143
E_S_WWC_WM_501,0.264744926936877
E_S_WWC_WM_502,0.285797093900332
E_S_WWC_WM_503,0.275568224671096
E_S_WWC_WM_504,0.29236990879402
E_S_WWC_WM_505,0.293659399036545
E_S_WWC_WM_507,0.283985649372093
E_S_WWC_WM_508,0.267060309006644
E_S_WWC_WM_509,0.281964723146179
E_S_WWC_WM_510,0.278987652388704
E_S_WWC_WM_511,0.279148137767442
E_S_WWC_WM_512,0.269454264009967
E_S_WWC_WM_513,0.28853534630897
E_S_WWC_WM_514,0.265058459355482
E_S_WWC_WM_515,0.282154004634551
E_S_WWC_WM_516,0.238727289146179
E_S_WWC_WM_517,0.299261461963455
E_S_WWC_WM_518,0.288753100853821
E_S_WWC_WM_519,0.266392024
E_S_WWC_WM_520,0.302739442528239
E_S_WWC_WM_521,0.263835895315615
E_S_WWC_WM_522,0.262053604355482
E_S_WWC_WM_523,0.29928772713289
E_S_WWC_WM_524,0.28068102672093
E_S_WWC_WM_525,0.245930214813953
E_S_WWC_WM_526,0.262587577225914
E_S_WWC_WM_527,0.270360611096345
E_S_WWC_WM_528,0.261651708564784
E_S_WWC_WM_529,0.249573762740864
E_S_WWC_WM_530,0.238921468405316
E_S_WWC_WM_531,0.30539867492691
E_S_WWC_WM_532,0.245059540498339
E_S_WWC_WM_533,0.284400864006644
E_S_WWC_WM_534,0.316528563299003
E_S_WWC_WM_535,0.266142791066445
E_S_WWC_WM_536,0.264809699066445
E_S_WWC_WM_537,0.284486502568106
E_S_WWC_WM_538,0.290688266209302
E_S_WWC_WM_539,0.280206458192691
E_S_WWC_WM_540,0.26069365110299
E_S_WWC_WM_541,0.263724114322259
E_S_WWC_WM_542,0.254147381936877
E_S_WWC_WM_543,0.242224508860465
E_S_WWC_WM_544,0.252482447312292
E_S_WWC_WM_545,0.258971002358804
E_S_WWC_WM_547,0.247861348664452
E_S_WWC_WM_548,0.277872647651163
E_S_WWC_WM_549,0.257627066322259
E_S_WWC_WM_550,0.275635408079734
E_S_WWC_WM_551,0.293381148877076
E_S_WWC_WM_552,0.285575812089701
E_S_WWC_WM_553,0.259578762757475
E_S_WWC_WM_554,0.297329351282392
E_S_WWC_WM_555,0.258640046348837
E_S_WWC_WM_556,0.272295504465116
E_S_WWC_WM_557,0.275285102193237
E_S_WWC_WM_558,0.286547416930233
E_S_WWC_WM_559,0.249487998760797
E_S_WWC_WM_560,0.283324179086379
E_S_WWC_WM_561,0.288573209730897
E_S_WWC_WM_562,0.265538358491694
E_S_WWC_WM_563,0.290185656129568
E_S_WWC_WM_564,0.275804475641196
E_S_WWC_WM_565,0.283252728245847
E_S_WWC_WM_566,0.270427813269103
E_S_WWC_WM_567,0.277886061840531
E_S_WWC_WM_568,0.245464156222222
E_S_WWC_WM_569,0.260820196893688
E_S_WWC_WM_570,0.245412029013289
E_S_WWC_WM_571,0.276178740461794
E_S_WWC_WM_572,0.284767971016611
E_S_WWC_WM_573,0.248417425790698
E_S_WWC_WM_574,0.291431646760797
E_S_WWC_WM_576,0.292971115096345
E_S_WWC_WM_577,0.239761615431894
E_S_WWC_WM_578,0.253294516531561
E_S_WWC_WM_579,0.288659620136213
E_S_WWC_WM_580,0.299838725179402
E_S_WWC_WM_581,0.248295312581395
E_S_WWC_WM_582,0.261712891215947
E_S_WWC_WM_583,0.268813756448505
E_S_WWC_WM_584,0.266566164186046
E_S_WWC_WM_585,0.251455287375415
E_S_WWC_WM_586,0.283457758212625
E_S_WWC_WM_587,0.293349692850498
E_S_WWC_WM_588,0.279733763116279
E_S_WWC_WM_589,0.253966244295681
E_S_WWC_WM_590,0.27642491007309
E_S_WWC_WM_591,0.228574200820598
E_S_WWC_WM_592,0.281091984093023
E_S_WWC_WM_593,0.267430503186046
E_S_WWC_WM_594,0.280294425112957
E_S_WWC_WM_595,0.292111226850498
E_S_WWC_WM_596,0.268203574069767
E_S_WWC_WM_597,0.252275512770764
E_S_WWC_WM_598,0.290193357621262
E_S_WWC_WM_599,0.307170592
E_S_WWC_WM_600,0.299951887245847
E_S_WWC_WM_601,0.275629909936877
E_S_WWC_WM_602,0.275372823627907
E_S_WWC_WM_603,0.275334394903654
E_S_WWC_WM_605,0.253508172445183
E_S_WWC_WM_606,0.267702682093023
E_S_WWC_WM_607,0.253133090807309
E_S_WWC_WM_608,0.273574400840532
E_S_WWC_WM_609,0.31024969464784
E_S_WWC_WM_610,0.267698389139535
E_S_WWC_WM_611,0.256542952770764
E_S_WWC_WM_612,0.278101626810631
E_S_WWC_WM_613,0.264511882229236
E_S_WWC_WM_614,0.258959240126246
E_S_WWC_WM_615,0.247151533209302
E_S_WWC_WM_616,0.29471256669103
E_S_WWC_WM_617,0.263036599318937
E_S_WWC_WM_618,0.290707311674419
E_S_WWC_WM_619,0.289921884933555
E_S_WWC_WM_620,0.286053991584718
E_S_WWC_WM_621,0.298457787930232
E_S_WWC_WM_622,0.3103443330299
E_S_WWC_WM_623,0.291821224122924
E_S_WWC_WM_624,0.273932331887043
E_S_WWC_WM_625,0.252249644049834
E_S_WWC_WM_626,0.29191543072093
E_S_WWC_WM_627,0.26263559579402
E_S_WWC_WM_628,0.280575334122923
E_S_WWC_WM_629,0.253869952674419
E_S_WWC_WM_630,0.259153335431894
E_S_WWC_WM_631,0.248489594431894
E_S_WWC_WM_632,0.282939626461794
E_S_WWC_WM_633,0.289202018667774
E_S_WWC_WM_634,0.276181620315614
E_S_WWC_WM_635,0.292250505046512
E_S_WWC_WM_637,0.267876104119601
E_S_WWC_WM_638,0.254340891362126
E_S_WWC_WM_639,0.279846090740864
E_S_WWC_WM_640,0.245123040292359
E_S_WWC_WM_641,0.274663947990033
E_S_WWC_WM_642,0.272590316172757
E_S_WWC_WM_643,0.249301009910299
E_S_WWC_WM_644,0.274169691093023
E_S_WWC_WM_645,0.276741913627907
E_S_WWC_WM_646,0.254168153219269
E_S_WWC_WM_647,0.258963191950166
E_S_WWC_WM_648,0.254732780318937
E_S_WWC_WM_649,0.293029794249169
E_S_WWC_WM_650,0.256094703744186
E_S_WWC_WM_651,0.292922531817276
E_S_WWC_WM_652,0.264192449229236
E_S_WWC_WM_653,0.230616317172757
E_S_WWC_WM_654,0.276569428401993
E_S_WWC_WM_655,0.292909715700997
E_S_WWC_WM_656,0.290097649860465
E_S_WWC_WM_657,0.316176787282392
E_S_WWC_WM_658,0.291376041584718
E_S_WWC_WM_659,0.245349021109634
E_S_WWC_WM_660,0.263668932285714
E_S_WWC_WM_661,0.285684653275747
E_S_WWC_WM_662,0.276770240996678
E_S_WWC_WM_663,0.26495089220598
E_S_WWC_WM_664,0.323904629059801
E_S_WWC_WM_665,0.29075504779402
E_S_WWC_WM_666,0.285855895943521
E_S_WWC_WM_667,0.274879092451827
E_S_WWC_WM_668,0.244458931282392
E_S_WWC_WM_669,0.253480338056478
E_S_WWC_WM_670,0.297749774009967
E_S_WWC_WM_671,0.283799696252492
E_S_WWC_WM_672,0.291419190292359
E_S_WWC_WM_673,0.267628011325581
E_S_WWC_WM_674,0.286983024438538
E_S_WWC_WM_675,0.277514409541528
E_S_WWC_WM_676,0.271029765857143
E_S_WWC_WM_677,0.298804242710963
E_S_WWC_WM_678,0.274924273906977
E_S_WWC_WM_679,0.272832608890365
